"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.groupID","Input.title","Input.description","Input.requester","Input.expDate","Input.timeAlloted","Input.reward","Input.hitsAvailable","Input.owner","Input.imageURL","Input.imageID","Input.pnum","Answer.QC_num","Answer.QC_num_correct","Answer.Q_ABILITY","Answer._HIT_class","Answer.hitVisited","Answer.vimage","Answer.vreward","Approve","Reject"
"301KG0KX9CL8LSA82SSDRAZJFI9H2W","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:41 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:41 PST 2016","","","333U7HK6I9FU2S17DJKHNQ2N123DJV","A1FR59CO9Q41FC","Approved","Thu Dec 22 08:02:02 PST 2016","Thu Dec 22 08:02:10 PST 2016","Sun Dec 25 08:02:10 PST 2016","Thu Dec 22 14:29:06 PST 2016","","","8","100% (392/392)","100% (392/392)","100% (192/192)","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","Order English to Farsi translations by their quality.","Order English to Farsi translations by their quality.","Chris Callison-Burch","Dec 31, 2016 ","60minutes","0.04","6512","vic","https://d2v9h6e276ec58.cloudfront.net/label_3YJAOW5N8OUDFKNJJE4VLVI018MNS9.html","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","40","40","40","Y","IA","0","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","0.04"
"301KG0KX9CL8LSA82SSDRAZJFI9H2W","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:41 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:41 PST 2016","","","386CSBG1OZMC36Q5YMWCEL4HYAZ6QC","AURYD2FH3FUOQ","Approved","Thu Dec 22 04:43:07 PST 2016","Thu Dec 22 04:44:27 PST 2016","Sun Dec 25 04:44:27 PST 2016","Thu Dec 22 14:29:06 PST 2016","","","80","100% (15/15)","100% (15/15)","100% (4/4)","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","Order English to Farsi translations by their quality.","Order English to Farsi translations by their quality.","Chris Callison-Burch","Dec 31, 2016 ","60minutes","0.04","6512","vic","https://d2v9h6e276ec58.cloudfront.net/label_3YJAOW5N8OUDFKNJJE4VLVI018MNS9.html","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","40","40","40","N","IA","0","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","0.04"
"301KG0KX9CL8LSA82SSDRAZJFI9H2W","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:41 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:41 PST 2016","","","3YWRV122CSZRZDGA8ADF80XX7QCU88","A3IK2VDG9HLOI3","Approved","Thu Dec 22 06:39:52 PST 2016","Thu Dec 22 06:40:37 PST 2016","Sun Dec 25 06:40:37 PST 2016","Thu Dec 22 14:29:06 PST 2016","","","45","100% (8/8)","100% (8/8)","100% (1/1)","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","Order English to Farsi translations by their quality.","Order English to Farsi translations by their quality.","Chris Callison-Burch","Dec 31, 2016 ","60minutes","0.04","6512","vic","https://d2v9h6e276ec58.cloudfront.net/label_3YJAOW5N8OUDFKNJJE4VLVI018MNS9.html","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","40","40","40","N","CC","0","3YJAOW5N8OUDFKNJJE4VLVI018MNS9","0.04"
"302OLP89DZ769NUWTF7RM1L1EEWCAP","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:42 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:42 PST 2016","","","35K3O9HUABDJPWTBQO4GEASG8D6EFH","A145AXBDTCIW6Z","Approved","Thu Dec 22 13:32:23 PST 2016","Thu Dec 22 13:32:35 PST 2016","Sun Dec 25 13:32:35 PST 2016","Thu Dec 22 14:29:07 PST 2016","","","12","100% (231/231)","100% (231/231)","100% (140/140)","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","summarize answer from passages","Given a question and several passages, summarize the answer from passages for question","wit data","Dec 31, 2016 ","60minutes","0.3","1","vic","https://d2v9h6e276ec58.cloudfront.net/label_3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB.html","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","79","79","79","Y","CC","0","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","0.3"
"302OLP89DZ769NUWTF7RM1L1EEWCAP","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:42 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:42 PST 2016","","","3E7TUJ2EGCM5WGOYR7T4YWOK5XGD9P","A1Y50NM443ITPK","Approved","Thu Dec 22 07:36:53 PST 2016","Thu Dec 22 07:37:28 PST 2016","Sun Dec 25 07:37:28 PST 2016","Thu Dec 22 14:29:07 PST 2016","","","35","100% (31/31)","100% (31/31)","100% (4/4)","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","summarize answer from passages","Given a question and several passages, summarize the answer from passages for question","wit data","Dec 31, 2016 ","60minutes","0.3","1","vic","https://d2v9h6e276ec58.cloudfront.net/label_3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB.html","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","79","79","79","Y","CC","1","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","0.3"
"302OLP89DZ769NUWTF7RM1L1EEWCAP","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:42 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:42 PST 2016","","","3M68NM076H7CF755B1LCJBEMUYY6RE","A1FR59CO9Q41FC","Approved","Thu Dec 22 08:42:12 PST 2016","Thu Dec 22 08:42:18 PST 2016","Sun Dec 25 08:42:18 PST 2016","Thu Dec 22 14:29:07 PST 2016","","","6","100% (392/392)","100% (392/392)","100% (192/192)","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","summarize answer from passages","Given a question and several passages, summarize the answer from passages for question","wit data","Dec 31, 2016 ","60minutes","0.3","1","vic","https://d2v9h6e276ec58.cloudfront.net/label_3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB.html","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","79","79","79","Y","CC","0","3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB","0.3"
"306W7JMRYYY9GU9BIHRIFQ9O65WB8D","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:27 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:27 PST 2016","","","3KXIR214I4GHW0K6DNDWL5M0MKC42M","A145AXBDTCIW6Z","Approved","Thu Dec 22 13:43:13 PST 2016","Thu Dec 22 13:43:23 PST 2016","Sun Dec 25 13:43:23 PST 2016","2016-12-25 21:43:39 UTC","","","10","100% (231/231)","100% (231/231)","100% (140/140)","319N3DB42B6LKGW48RIT1IUY6MJEPG","Classify short video for suitability to children","Watch the video and answer basic questions about the video! Get Rewarded!","Amazon-Tahoe","Dec 31, 2016 ","45 minutes","0.07","3","phil","https://d2v9h6e276ec58.cloudfront.net/label_319N3DB42B6LKGW48RIT1IUY6MJEPG.html","319N3DB42B6LKGW48RIT1IUY6MJEPG","68","68","68","Y","CA","0","319N3DB42B6LKGW48RIT1IUY6MJEPG","0.07"
"306W7JMRYYY9GU9BIHRIFQ9O65WB8D","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:27 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:27 PST 2016","","","3M81GAB8A0JI9I70UDDKP1Q9CK2BQC","A2U31V169A20GY","Approved","Thu Dec 22 15:32:36 PST 2016","Thu Dec 22 15:33:11 PST 2016","Sun Dec 25 15:33:11 PST 2016","Sun Dec 25 15:24:35 PST 2016","","","35","100% (79/79)","100% (79/79)","100% (79/79)","319N3DB42B6LKGW48RIT1IUY6MJEPG","Classify short video for suitability to children","Watch the video and answer basic questions about the video! Get Rewarded!","Amazon-Tahoe","Dec 31, 2016 ","45 minutes","0.07","3","phil","https://d2v9h6e276ec58.cloudfront.net/label_319N3DB42B6LKGW48RIT1IUY6MJEPG.html","319N3DB42B6LKGW48RIT1IUY6MJEPG","68","68","68","Y","CA","0","319N3DB42B6LKGW48RIT1IUY6MJEPG","0.07"
"306W7JMRYYY9GU9BIHRIFQ9O65WB8D","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:27 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:27 PST 2016","","","3VHP9MDGRNK4SY9XUXYLOMSDNVEFCY","A1FR59CO9Q41FC","Approved","Thu Dec 22 08:15:44 PST 2016","Thu Dec 22 08:15:55 PST 2016","Sun Dec 25 08:15:55 PST 2016","2016-12-25 16:16:39 UTC","","","11","100% (392/392)","100% (392/392)","100% (192/192)","319N3DB42B6LKGW48RIT1IUY6MJEPG","Classify short video for suitability to children","Watch the video and answer basic questions about the video! Get Rewarded!","Amazon-Tahoe","Dec 31, 2016 ","45 minutes","0.07","3","phil","https://d2v9h6e276ec58.cloudfront.net/label_319N3DB42B6LKGW48RIT1IUY6MJEPG.html","319N3DB42B6LKGW48RIT1IUY6MJEPG","68","68","68","Y","IA","0","319N3DB42B6LKGW48RIT1IUY6MJEPG","0.07"
"307FVKVSYRFLVHJJTXPPTC7NLT947D","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Thu Dec 22 02:32:32 PST 2016","3","BatchId:2637944;","300","259200","Thu Dec 29 02:32:32 PST 2016","","","3E337GFOL98TX22JU7DHMIM1NKEGNE","A145AXBDTCIW6Z","Approved","Thu Dec 22 13:47:18 PST 2016","Thu Dec 22 13:47:29 PST 2016","Sun Dec 25 13:47:29 PST 2016","Thu Dec 22 14:29:07 PST 2016","","","11","100% (231/231)","100% (231/231)","100% (140/140)","3PLXPMD6WGC7AIQBYMRH2GBAFTWKBJ","Song comparison for copyright research 2016","Determine if two audio files are the same song.","Kevin Dodds","Dec 31, 2016 ","15 minutes","0.15","2595","jerry","https://d2v9h6e276ec58.cloudfront.net/label_3PLXPMD6WGC7AIQBYMRH2GBAFTWKBJ.html","3PLXPMD6WGC7AIQBYMRH2GBAFTWKBJ","14","14","14","Y","IA","0","3PLXPMD6WGC7AIQBYMRH2GBAFTWKBJ","0.15"
