"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.groupID","Input.title","Input.description","Input.requester","Input.expDate","Input.timeAlloted","Input.reward","Input.hitsAvailable","Input.owner","Input.imageURL","Input.imageID","Input.pnum","Answer.QC_num","Answer.QC_num_correct","Answer.QC_reward","Answer.Q_ABILITY","Answer.Q_COMPLEX","Answer.Q_DIFFICULT","Answer.Q_Effort","Answer.Q_FREQUENCY","Answer.Q_Frustration","Answer.Q_Intresting","Answer.Q_MD","Answer.Q_OverallEffort","Answer.Q_PD","Answer.Q_Performance","Answer.Q_TAKE","Answer.Q_TD","Answer.hitVisited","Answer.vimage","Answer.vreward","Approve","Reject"
"301KG0KX9CL8LSA82SSDRAZJEQ1H23","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:25:55 PST 2017","","","31JLPPHS2UUALBQ7076AIDXXBUWO3N","A2VRDE2FHCBMF8","Approved","Sat Dec 31 14:51:24 PST 2016","Sat Dec 31 14:54:52 PST 2016","Tue Jan 03 14:54:52 PST 2017","Mon Jan 02 02:07:40 PST 2017","","","208","100% (51/51)","100% (51/51)","100% (25/25)","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","Grammatical Error Correction","Correct the sentence to make it sound natural and fluent to a native speaker of (American) English","Textual Choreography","Dec 31, 2016 ","15 minutes","0.15","92","Muh","https://d2v9h6e276ec58.cloudfront.net/label_32JRJ3GOYGFHSVM6IWA88RJNYD8U1D.html","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","80","80","80","0.15","Y","4","4","6","11","7","4","4","23","3","5","16","1","0","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","0.15"
"301KG0KX9CL8LSA82SSDRAZJEQ1H23","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:25:55 PST 2017","","","3HSYG7LRBJYXRIDZNL6GSIXQ2OCKK4","A360G7Q6RO5XRL","Approved","Thu Dec 29 08:03:08 PST 2016","Thu Dec 29 08:04:23 PST 2016","Sun Jan 01 08:04:23 PST 2017","Fri Dec 30 06:48:07 PST 2016","","","75","100% (31/31)","100% (31/31)","100% (30/30)","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","Grammatical Error Correction","Correct the sentence to make it sound natural and fluent to a native speaker of (American) English","Textual Choreography","Dec 31, 2016 ","15 minutes","0.15","92","Muh","https://d2v9h6e276ec58.cloudfront.net/label_32JRJ3GOYGFHSVM6IWA88RJNYD8U1D.html","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","80","80","80","0.15","Y","14","14","14","2","10","4","14","72","2","2","2","12","0","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","0.15"
"301KG0KX9CL8LSA82SSDRAZJEQ1H23","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:25:55 PST 2017","","","3M81GAB8A0JI9I70UDDKP1Q9AI6BQA","A1XJ9VFOJ4LP2X","Approved","Fri Dec 16 20:21:44 PST 2016","Fri Dec 16 20:22:57 PST 2016","Mon Dec 19 20:22:57 PST 2016","Sat Dec 17 04:18:44 PST 2016","","","73","100% (61/61)","100% (61/61)","100% (30/30)","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","Grammatical Error Correction","Correct the sentence to make it sound natural and fluent to a native speaker of (American) English","Textual Choreography","Dec 31, 2016 ","15 minutes","0.15","92","Muh","https://d2v9h6e276ec58.cloudfront.net/label_32JRJ3GOYGFHSVM6IWA88RJNYD8U1D.html","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","80","80","80","0.15","Y","2","0","5","13","0","14","11","34","0","1","16","8","0","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","0.15"
"301KG0KX9CL8LSA82SSDRAZJEQ1H23","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:25:55 PST 2017","","","3PJUZCGDJ6GTFLS7AZIOC4AJS8S89P","A1CYNV91NQD4VK","Approved","Fri Dec 16 15:19:07 PST 2016","Fri Dec 16 15:20:44 PST 2016","Mon Dec 19 15:20:44 PST 2016","Sat Dec 17 04:18:44 PST 2016","","","97","100% (31/31)","100% (31/31)","0% (0/0)","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","Grammatical Error Correction","Correct the sentence to make it sound natural and fluent to a native speaker of (American) English","Textual Choreography","Dec 31, 2016 ","15 minutes","0.15","92","Muh","https://d2v9h6e276ec58.cloudfront.net/label_32JRJ3GOYGFHSVM6IWA88RJNYD8U1D.html","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","80","80","80","0.15","Y","0","0","0","10","0","2","2","37","0","0","20","8","0","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","0.15"
"301KG0KX9CL8LSA82SSDRAZJEQ1H23","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:25:55 PST 2017","","","3SITXWYCNV92IF8CGR8CJ9M2BUHXB3","A19LVWX8ZLO6CS","Approved","Sat Dec 31 23:02:17 PST 2016","Sat Dec 31 23:03:14 PST 2016","Tue Jan 03 23:03:14 PST 2017","Mon Jan 02 02:07:40 PST 2017","","","57","100% (235/235)","100% (235/235)","100% (189/189)","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","Grammatical Error Correction","Correct the sentence to make it sound natural and fluent to a native speaker of (American) English","Textual Choreography","Dec 31, 2016 ","15 minutes","0.15","92","Muh","https://d2v9h6e276ec58.cloudfront.net/label_32JRJ3GOYGFHSVM6IWA88RJNYD8U1D.html","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","80","80","80","0.15","Y","1","0","2","0","0","1","1","33","0","1","6","0","0","32JRJ3GOYGFHSVM6IWA88RJNYD8U1D","0.15"
"302U8RURJZ19SFULT071YZTQX03NVQ","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:26:04 PST 2017","","","34Z02EIMISDUHBWID1AQAP5D4C60T8","A19LVWX8ZLO6CS","Approved","Sun Dec 18 23:30:42 PST 2016","Sun Dec 18 23:32:00 PST 2016","Wed Dec 21 23:32:00 PST 2016","Tue Dec 20 00:58:02 PST 2016","","","78","100% (235/235)","100% (235/235)","100% (189/189)","34RF8KPUOTU14SPS6MXYXNPWVK1SBB","Transcribe data","Please transcribe the data from the following images","p9r","Dec 31, 2016 ","45 minutes","0.03","24394","phil","https://d2v9h6e276ec58.cloudfront.net/label_34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2.html","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","96","96","96","0.03","Y","1","0","3","0","2","0","2","37","0","1","0","0","0","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","0.03"
"302U8RURJZ19SFULT071YZTQX03NVQ","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:26:04 PST 2017","","","3TS1AR6UQQEYGHE13GQA800ZKRM7F8","A35BY30TC8WCL4","Approved","Sat Dec 17 05:37:19 PST 2016","Sat Dec 17 05:38:06 PST 2016","Tue Dec 20 05:38:06 PST 2016","Sun Dec 18 13:37:21 PST 2016","","","47","100% (88/88)","100% (88/88)","100% (27/27)","34RF8KPUOTU14SPS6MXYXNPWVK1SBB","Transcribe data","Please transcribe the data from the following images","p9r","Dec 31, 2016 ","45 minutes","0.03","24394","phil","https://d2v9h6e276ec58.cloudfront.net/label_34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2.html","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","96","96","96","0.03","Y","1","4","12","4","9","0","2","39","1","0","5","10","0","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","0.03"
"302U8RURJZ19SFULT071YZTQX03NVQ","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:26:04 PST 2017","","","3UXUOQ9OKEX3KQXTS04IUZP8N7I7AW","AAURYRJDZQIDH","Approved","Fri Dec 16 16:48:19 PST 2016","Fri Dec 16 16:50:38 PST 2016","Mon Dec 19 16:50:38 PST 2016","Sat Dec 17 04:18:45 PST 2016","","","139","100% (24/24)","100% (24/24)","0% (0/0)","34RF8KPUOTU14SPS6MXYXNPWVK1SBB","Transcribe data","Please transcribe the data from the following images","p9r","Dec 31, 2016 ","45 minutes","0.03","24394","phil","https://d2v9h6e276ec58.cloudfront.net/label_34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2.html","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","96","96","96","0.03","Y","2","12","14","18","14","2","12","38","18","3","16","4","0","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","0.03"
"302U8RURJZ19SFULT071YZTQX03NVQ","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:26:04 PST 2017","","","3YW4XOSQKQL9ODWP9P40TQAPVAY1U5","AYFOAD75CRBKE","Approved","Thu Dec 29 09:35:59 PST 2016","Thu Dec 29 09:37:19 PST 2016","Sun Jan 01 09:37:19 PST 2017","Fri Dec 30 06:48:07 PST 2016","","","80","100% (48/48)","100% (47/47)","100% (16/16)","34RF8KPUOTU14SPS6MXYXNPWVK1SBB","Transcribe data","Please transcribe the data from the following images","p9r","Dec 31, 2016 ","45 minutes","0.03","24394","phil","https://d2v9h6e276ec58.cloudfront.net/label_34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2.html","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","96","96","96","0.03","Y","3","6","7","7","12","4","3","46","4","3","11","11","0","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","0.03"
"302U8RURJZ19SFULT071YZTQX03NVQ","3ES7ZYWJEB5591ASTDNZN31RD0FHCT","Assess the workload of a given random HIT","Look at a given HIT and judge the workload by answering to some questions","workload, survey, fun","$0.10","Fri Dec 16 13:54:14 PST 2016","5","BatchId:2633355;","480","259200","Wed Jan 04 15:26:04 PST 2017","","","3ZSANO2JCF7KZFYTRJOL3RWV7ZAFS2","A1CYNV91NQD4VK","Approved","Fri Dec 16 14:46:29 PST 2016","Fri Dec 16 14:47:49 PST 2016","Mon Dec 19 14:47:49 PST 2016","Sat Dec 17 04:18:45 PST 2016","","","80","100% (31/31)","100% (31/31)","0% (0/0)","34RF8KPUOTU14SPS6MXYXNPWVK1SBB","Transcribe data","Please transcribe the data from the following images","p9r","Dec 31, 2016 ","45 minutes","0.03","24394","phil","https://d2v9h6e276ec58.cloudfront.net/label_34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2.html","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","96","96","96","0.03","Y","8","0","6","0","9","1","6","45","0","0","0","0","0","34RF8KPUOTU14SPS6MXYXNPWVK1SBB_2","0.03"
