"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.groupID","Input.title","Input.description","Input.requester","Input.expDate","Input.timeAlloted","Input.reward","Input.hitsAvailable","Input.owner","Input.imageURL","Input.imageID","Input.pnum","Input.hitid","Answer.QC_num","Answer.QC_num_correct","Answer.Q_ABILITY","Answer._HIT_class","Answer.hitVisited","Answer.vimage","Answer.vreward","Approve","Reject"
"3B623HUYJ4Q8XGQDT3DD5FJOCJ08SB","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","323Q6SJS8IGV96KDGPCMZDPU4YXFHD","A3D46S3V9SYXTT","Submitted","Sat Jan 07 17:16:40 PST 2017","Sat Jan 07 17:17:01 PST 2017","Tue Jan 10 17:17:01 PST 2017","","","","21","100% (17/17)","100% (5/5)","0% (0/0)","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","Complete 7 tasks on a histogram!","This is a small user study of 7 multiple choice questions on a single histogram. Please note that a qualification type with an associated qualification test is required for this HIT. The questions are not meant to be difficult, everything required to answ","Steffani Gomez","Dec 31, 2016 ","10 minutes","0.05","342","phil","https://d2v9h6e276ec58.cloudfront.net/label_3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8.html","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","44","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","44","44","Y","IA","0","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","0.05"
"3B623HUYJ4Q8XGQDT3DD5FJOCJ08SB","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","3LWJHTCVCCM8MZJGZFZG8RHVVJKFQW","AMA4SXSYNC35I","Submitted","Sat Jan 07 16:00:14 PST 2017","Sat Jan 07 16:00:55 PST 2017","Tue Jan 10 16:00:55 PST 2017","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","Complete 7 tasks on a histogram!","This is a small user study of 7 multiple choice questions on a single histogram. Please note that a qualification type with an associated qualification test is required for this HIT. The questions are not meant to be difficult, everything required to answ","Steffani Gomez","Dec 31, 2016 ","10 minutes","0.05","342","phil","https://d2v9h6e276ec58.cloudfront.net/label_3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8.html","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","44","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","44","44","Y","SV","0","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","0.05"
"3B623HUYJ4Q8XGQDT3DD5FJOCJ08SB","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","3Z7VU45IPYHQACQZFC38AIP5ZCVZ1I","A28EL15HGXUJ5X","Submitted","Sat Jan 07 15:27:46 PST 2017","Sat Jan 07 15:28:08 PST 2017","Tue Jan 10 15:28:08 PST 2017","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","Complete 7 tasks on a histogram!","This is a small user study of 7 multiple choice questions on a single histogram. Please note that a qualification type with an associated qualification test is required for this HIT. The questions are not meant to be difficult, everything required to answ","Steffani Gomez","Dec 31, 2016 ","10 minutes","0.05","342","phil","https://d2v9h6e276ec58.cloudfront.net/label_3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8.html","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","44","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","44","44","Y","CC","0","3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8","0.05"
"308KJXFUJR6NV4W7F12HBBL54QDTAO","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","33F859I566D5WP8XBNQQGNY9P08HB0","A3D46S3V9SYXTT","Submitted","Sat Jan 07 17:21:53 PST 2017","Sat Jan 07 17:22:17 PST 2017","Tue Jan 10 17:22:17 PST 2017","","","","24","100% (17/17)","100% (5/5)","0% (0/0)","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","Business Card Transcription","Given an image of a business card, please extract all data fields present.","Jimmy Dragon","Dec 31, 2016 ","10 minutes","0.02","84","jerry","https://d2v9h6e276ec58.cloudfront.net/label_3R35RPFD7J1GHLW8Y5PUB7E29XSP1C.html","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","19","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","19","19","Y","CC","0","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","0.02"
"308KJXFUJR6NV4W7F12HBBL54QDTAO","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","3EICBYG644WKX0VTDNP63KK6KCTJCT","A3298CNSQI60HU","Submitted","Sat Jan 07 16:48:09 PST 2017","Sat Jan 07 16:48:41 PST 2017","Tue Jan 10 16:48:41 PST 2017","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","Business Card Transcription","Given an image of a business card, please extract all data fields present.","Jimmy Dragon","Dec 31, 2016 ","10 minutes","0.02","84","jerry","https://d2v9h6e276ec58.cloudfront.net/label_3R35RPFD7J1GHLW8Y5PUB7E29XSP1C.html","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","19","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","19","19","Y","VV","0","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","0.02"
"308KJXFUJR6NV4W7F12HBBL54QDTAO","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","3LO69W1SU3D392ZYIUX29QIDMTJGLV","AW45SZDR1C2VS","Submitted","Sat Jan 07 16:37:13 PST 2017","Sat Jan 07 16:37:29 PST 2017","Tue Jan 10 16:37:29 PST 2017","","","","16","100% (2/2)","100% (2/2)","0% (0/0)","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","Business Card Transcription","Given an image of a business card, please extract all data fields present.","Jimmy Dragon","Dec 31, 2016 ","10 minutes","0.02","84","jerry","https://d2v9h6e276ec58.cloudfront.net/label_3R35RPFD7J1GHLW8Y5PUB7E29XSP1C.html","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","19","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","19","19","Y","VV","0","3R35RPFD7J1GHLW8Y5PUB7E29XSP1C","0.02"
"371DNNCG4429CG3SI3I3FKFAE2E8T0","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","3JV9LGBJWTEBFN2VVMDU17M7HZNOGL","A1LU680QLKMSGU","Submitted","Sat Jan 07 17:37:06 PST 2017","Sat Jan 07 17:38:17 PST 2017","Tue Jan 10 17:38:17 PST 2017","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","3R35RPFD8KW5RVQQX9OYA2WSE711PN","Provide Author Contact Information","Identify author and author's email address for list of articles provided","Pie Turtle","Dec 31, 2016 ","30 minutes","0.15","77","jerry","https://d2v9h6e276ec58.cloudfront.net/label_3R35RPFD8KW5RVQQX9OYA2WSE711PN.html","3R35RPFD8KW5RVQQX9OYA2WSE711PN","15","3R35RPFD8KW5RVQQX9OYA2WSE711PN","15","15","N","IF","0","3R35RPFD8KW5RVQQX9OYA2WSE711PN","0.15"
"371DNNCG4429CG3SI3I3FKFAE2E8T0","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","3KKG4CDWKIYSWK55YWSBVSUFWTC49G","AMA4SXSYNC35I","Submitted","Sat Jan 07 16:07:39 PST 2017","Sat Jan 07 16:08:06 PST 2017","Tue Jan 10 16:08:06 PST 2017","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","3R35RPFD8KW5RVQQX9OYA2WSE711PN","Provide Author Contact Information","Identify author and author's email address for list of articles provided","Pie Turtle","Dec 31, 2016 ","30 minutes","0.15","77","jerry","https://d2v9h6e276ec58.cloudfront.net/label_3R35RPFD8KW5RVQQX9OYA2WSE711PN.html","3R35RPFD8KW5RVQQX9OYA2WSE711PN","15","3R35RPFD8KW5RVQQX9OYA2WSE711PN","15","15","Y","IF","0","3R35RPFD8KW5RVQQX9OYA2WSE711PN","0.15"
"371DNNCG4429CG3SI3I3FKFAE2E8T0","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","3VNL7UK1XFJLEFB8GJTBDWSIFU1TFE","AOHDD1M3QP9BE","Submitted","Sat Jan 07 19:55:44 PST 2017","Sat Jan 07 19:56:10 PST 2017","Tue Jan 10 19:56:10 PST 2017","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","3R35RPFD8KW5RVQQX9OYA2WSE711PN","Provide Author Contact Information","Identify author and author's email address for list of articles provided","Pie Turtle","Dec 31, 2016 ","30 minutes","0.15","77","jerry","https://d2v9h6e276ec58.cloudfront.net/label_3R35RPFD8KW5RVQQX9OYA2WSE711PN.html","3R35RPFD8KW5RVQQX9OYA2WSE711PN","15","3R35RPFD8KW5RVQQX9OYA2WSE711PN","15","15","Y","IF","0","3R35RPFD8KW5RVQQX9OYA2WSE711PN","0.15"
"3MQY1YVHS3KYUF7M20IH5ZWLMVMB2A","3MLSU5JHHT66YTSMJGRLFMC5S80T6O","Check a random HIT and categorize it","Read description and see preview of a random HIt and select ´the category it blongs to.","survey, categorizing","$0.02","Sat Jan 07 15:01:41 PST 2017","3","BatchId:2648052;","300","259200","Sat Jan 14 15:01:41 PST 2017","","","3HWRJOOET52ST1YXW84FL9BW19ESEA","A2XWZ5DXK1PXHR","Submitted","Sat Jan 07 18:47:48 PST 2017","Sat Jan 07 18:48:12 PST 2017","Tue Jan 10 18:48:12 PST 2017","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","3R39EOJX7B7B0RBVIOI0YF8QUNBFFR","Find the Website Address for Company","Given the company information, find the URL for their official website","Sherry Gould","Dec 31, 2016 ","10minutes","0.03","7224","vic","https://d2v9h6e276ec58.cloudfront.net/label_3R39EOJX7B7B0RBVIOI0YF8QUNBFFR.html","3R39EOJX7B7B0RBVIOI0YF8QUNBFFR","29","3R39EOJX7B7B0RBVIOI0YF8QUNBFFR","29","29","Y","IF","0","3R39EOJX7B7B0RBVIOI0YF8QUNBFFR","0.03"
